Text,Polarity
 বাংলাদেশের ব্যাটিং ভরসার নাম একমাত্র তামিম ইকবাল ,positive
আমাদের অধিনায়ক সাহেবে মাতাল হয়ে গেছে।উনি টচ জিতে কেন বার বার ব্যাটিং নিচ্ছেন???,negative
"খারাপ দিন আসতেই পারে,, হারি জিতি টাইকারদের সাথেই আছি",positive
এটা পুরা দমে ফিক্সিং একটা খেলা হইসে।,negative
 এনামুল বলদাটা এই অলক্ষীটা লাগাই গেছে,negative
 আজকে ম্যাচ তামিমের জন্য হারবো।,negative
সাকিব টাচ এ ছিল কিন্তু তামিম সাকিব কে রান আউট করলো।,positive
 আসেন এখন আমরা বাংলাদেশ টিমরে গাইলাই,negative
 বাংলা দেশের ব্যাটিং বিপর্যয় ।।ভাল লক্ষণ নয় ।।,negative
বিসিবির পুটকি তে রড ঢুকাতে মন চাই,negative
বিজয় কে আর জাতীয় দলে দেখতে চাইনা,negative
বিজয় কে আর জাতীয় দলে দেখতে চাইনা,negative
" এই তো,এত দিন পরে একটা ওপেনার পাওয়া গেল!বিজয়",positive
 কেন বার বার বিজয়কে নেওয়া হয়,negative
স্লো উইকেট ব্যাটিং করার মতো পরিস্থিতি নেই,neutral
"তাহলেতো চান্দিমালের কথাই ঠিক,,,,,, উইকেট ফেক্ট !!",neutral
"হাতুরে ছাড়া ""বাংলার ক্রিকেটার জিন্দা হে""!",negative
 বাংলাদেশের ছেলেদের কৃতিত্ব নিজের গায়ে মেখে হাতুরি বেশ মেদ জমিয়েছিল,negative
 বাংলাদেশের ছেলেদের কৃতিত্ব নিজের গায়ে মেখে হাতুরি বেশ মেদ জমিয়েছিল,negative
হেড কোচ ছাড়াই হাতূরুর শ্রীলঙ্কাকে ১৬৩রানে বিশাল ব্যবধানে হারিয়েছে বাংলাদেশ!,positive
হেড কোচ ছাড়াই হাতূরুর শ্রীলঙ্কাকে ১৬৩রানে বিশাল ব্যবধানে হারিয়েছে বাংলাদেশ!,positive
বেটা হাতুরীর অহংকার একেবারে ধুলোয় মিশিয়ে দিলো।,negative
"মাশরাফি, সাকিব,মুশফিক,,তোমরা পার কোস ছাড়া,ম্যাচ জিততে",positive
"মাশরাফি, সাকিব,মুশফিক,,তোমরা পার কোস ছাড়া,ম্যাচ জিততে",positive
জোড়াতালি রান দিয়ে বাংলাদেশ জিতে গেছে,negative
আজকে হাতুরী পিটা করছে শ্রীলঙ্কাকে,negative
টাইগারদের এই জয়টা হাতুরুকে উৎসর্গ করা উচিৎ।,positive
